marca,modelo,segmento,mes_ref,corte_publicacao,limiar_d3_do_modelo,pico
AUDI,A6,automoveis,2011-06,39,0.9,17.0
AUDI,A6,automoveis,2011-07,33,0.9,17.0
AUDI,A6,automoveis,2011-08,15,0.9,17.0
AUDI,A6,automoveis,2011-09,9,0.9,17.0
AUDI,A6,automoveis,2011-10,6,0.9,17.0
AUDI,A6,automoveis,2011-11,11,0.9,17.0
AUDI,A6,automoveis,2011-12,41,0.9,17.0
AUDI,A6,automoveis,2012-01,28,0.9,17.0
AUDI,A6,automoveis,2012-02,17,0.9,17.0
AUDI,A6,automoveis,2012-03,16,0.9,17.0
AUDI,A6,automoveis,2012-04,15,0.9,17.0
AUDI,A6,automoveis,2012-05,22,0.9,17.0
AUDI,A6,automoveis,2012-06,5,0.9,17.0
AUDI,A6,automoveis,2012-07,5,0.9,17.0
AUDI,A6,automoveis,2012-08,1,0.9,17.0
AUDI,A6,automoveis,2012-09,2,0.9,17.0
AUDI,A6,automoveis,2012-12,1,0.9,17.0
AUDI,A6,automoveis,2013-01,17,0.9,17.0
AUDI,A6,automoveis,2013-02,14,0.9,17.0
AUDI,A6,automoveis,2013-03,18,0.9,17.0
AUDI,A6,automoveis,2013-04,7,0.9,17.0
AUDI,A6,automoveis,2013-05,6,0.9,17.0
AUDI,A6,automoveis,2013-06,10,0.9,17.0
AUDI,A6,automoveis,2013-07,13,0.9,17.0
AUDI,A6,automoveis,2013-08,13,0.9,17.0
AUDI,A6,automoveis,2013-09,5,0.9,17.0
AUDI,A6,automoveis,2013-10,7,0.9,17.0
AUDI,A6,automoveis,2013-11,12,0.9,17.0
AUDI,A6,automoveis,2013-12,2,0.9,17.0
AUDI,A6,automoveis,2014-01,19,0.9,17.0
AUDI,A6,automoveis,2014-02,12,0.9,17.0
AUDI,A6,automoveis,2014-03,13,0.9,17.0
AUDI,A6,automoveis,2014-04,20,0.9,17.0
AUDI,A6,automoveis,2014-05,7,0.9,17.0
AUDI,A6,automoveis,2014-06,5,0.9,17.0
AUDI,A6,automoveis,2014-07,2,0.9,17.0
AUDI,A6,automoveis,2014-08,7,0.9,17.0
AUDI,A6,automoveis,2014-09,15,0.9,17.0
AUDI,A6,automoveis,2014-10,16,0.9,17.0
AUDI,A6,automoveis,2014-11,10,0.9,17.0
AUDI,A6,automoveis,2014-12,2,0.9,17.0
AUDI,A6,automoveis,2015-01,13,0.9,17.0
AUDI,A6,automoveis,2015-02,10,0.9,17.0
AUDI,A6,automoveis,2015-03,27,0.9,17.0
AUDI,A6,automoveis,2015-04,29,0.9,17.0
AUDI,A6,automoveis,2015-05,18,0.9,17.0
AUDI,A6,automoveis,2015-07,18,0.9,17.0
AUDI,A6,automoveis,2015-08,5,0.9,17.0
AUDI,A6,automoveis,2015-09,11,0.9,17.0
AUDI,A6,automoveis,2015-10,4,0.9,17.0
AUDI,A6,automoveis,2015-11,3,0.9,17.0
AUDI,A6,automoveis,2015-12,12,0.9,17.0
AUDI,A6,automoveis,2016-02,11,0.9,17.0
AUDI,A6,automoveis,2016-03,12,0.9,17.0
AUDI,A6,automoveis,2016-04,9,0.9,17.0
AUDI,A6,automoveis,2016-05,9,0.9,17.0
AUDI,A6,automoveis,2016-06,12,0.9,17.0
AUDI,A6,automoveis,2017-01,4,0.9,17.0
AUDI,A6,automoveis,2017-02,7,0.9,17.0
AUDI,A6,automoveis,2017-03,3,0.9,17.0
AUDI,A6,automoveis,2017-04,6,0.9,17.0
AUDI,A6,automoveis,2017-05,7,0.9,17.0
AUDI,A6,automoveis,2017-06,10,0.9,17.0
AUDI,A6,automoveis,2017-07,13,0.9,17.0
AUDI,A6,automoveis,2017-08,9,0.9,17.0
AUDI,A6,automoveis,2017-09,7,0.9,17.0
AUDI,A6,automoveis,2017-10,5,0.9,17.0
AUDI,A6,automoveis,2017-11,7,0.9,17.0
AUDI,A6,automoveis,2017-12,8,0.9,17.0
AUDI,A6,automoveis,2018-01,15,0.9,17.0
AUDI,A6,automoveis,2018-02,9,0.9,17.0
AUDI,A6,automoveis,2018-03,14,0.9,17.0
AUDI,A6,automoveis,2018-04,11,0.9,17.0
AUDI,A6,automoveis,2018-05,10,0.9,17.0
AUDI,A6,automoveis,2018-06,6,0.9,17.0
AUDI,A6,automoveis,2018-07,2,0.9,17.0
AUDI,A6,automoveis,2018-08,3,0.9,17.0
AUDI,A6,automoveis,2018-09,8,0.9,17.0
AUDI,A6,automoveis,2018-10,7,0.9,17.0
AUDI,A6,automoveis,2018-11,8,0.9,17.0
AUDI,A6,automoveis,2018-12,3,0.9,17.0
AUDI,A6,automoveis,2019-01,11,0.9,17.0
AUDI,A6,automoveis,2019-02,5,0.9,17.0
AUDI,A6,automoveis,2019-03,6,0.9,17.0
AUDI,A6,automoveis,2019-04,8,0.9,17.0
AUDI,A6,automoveis,2019-05,5,0.9,17.0
AUDI,A6,automoveis,2019-06,6,0.9,17.0
AUDI,A6,automoveis,2019-07,4,0.9,17.0
AUDI,A6,automoveis,2019-08,1,0.9,17.0
AUDI,A6,automoveis,2019-09,1,0.9,17.0
AUDI,A6,automoveis,2019-10,2,0.9,17.0
AUDI,A6,automoveis,2019-11,1,0.9,17.0
AUDI,A6,automoveis,2019-12,2,0.9,17.0
AUDI,A6,automoveis,2020-01,4,0.9,17.0
AUDI,A6,automoveis,2020-03,5,0.9,17.0
AUDI,A6,automoveis,2020-04,2,0.9,17.0
AUDI,A6,automoveis,2020-05,1,0.9,17.0
AUDI,A6,automoveis,2020-06,6,0.9,17.0
AUDI,A6,automoveis,2020-07,7,0.9,17.0
AUDI,A6,automoveis,2020-08,1,0.9,17.0
AUDI,A6,automoveis,2020-09,2,0.9,17.0
AUDI,A6,automoveis,2020-10,2,0.9,17.0
AUDI,A6,automoveis,2020-11,1,0.9,17.0
AUDI,A6,automoveis,2021-01,6,0.9,17.0
AUDI,A6,automoveis,2021-02,6,0.9,17.0
AUDI,A6,automoveis,2021-03,2,0.9,17.0
AUDI,A6,automoveis,2021-05,3,0.9,17.0
AUDI,A6,automoveis,2021-06,1,0.9,17.0
AUDI,A6,automoveis,2022-01,4,0.9,17.0
AUDI,A6,automoveis,2022-02,1,0.9,17.0
AUDI,A6,automoveis,2022-06,1,0.9,17.0
AUDI,A6,automoveis,2022-07,1,0.9,17.0
AUDI,A6,automoveis,2023-01,3,0.9,17.0
AUDI,A6,automoveis,2023-02,1,0.9,17.0
AUDI,A6,automoveis,2023-03,2,0.9,17.0
AUDI,A6,automoveis,2023-04,1,0.9,17.0
AUDI,A6,automoveis,2023-05,4,0.9,17.0
AUDI,A6,automoveis,2023-06,2,0.9,17.0
AUDI,A6,automoveis,2023-07,1,0.9,17.0
AUDI,A6,automoveis,2023-08,2,0.9,17.0
AUDI,A6,automoveis,2023-10,3,0.9,17.0
AUDI,A6,automoveis,2024-01,2,0.9,17.0
AUDI,A6,automoveis,2024-02,5,0.9,17.0
AUDI,A6,automoveis,2024-04,1,0.9,17.0
AUDI,A6,automoveis,2024-06,1,0.9,17.0
AUDI,A6,automoveis,2024-12,1,0.9,17.0
AUDI,A6,automoveis,2025-01,5,0.9,17.0
AUDI,A6,automoveis,2025-02,4,0.9,17.0
AUDI,A6,automoveis,2025-03,1,0.9,17.0
AUDI,A6,automoveis,2025-04,8,0.9,17.0
AUDI,A6,automoveis,2025-06,1,0.9,17.0
AUDI,A6,automoveis,2025-07,1,0.9,17.0
AUDI,A6,automoveis,2025-11,3,0.9,17.0
AUDI,A6,automoveis,2025-12,1,0.9,17.0
AUDI,COUPE,automoveis,2004-01,1,0.2,4.0
AUDI,COUPE,automoveis,2004-02,1,0.2,4.0
AUDI,COUPE,automoveis,2004-04,1,0.2,4.0
AUDI,E TRON GT,automoveis,2023-01,3,0.2,4.2
AUDI,E TRON GT,automoveis,2023-02,1,0.2,4.2
AUDI,E TRON GT,automoveis,2024-01,2,0.2,4.2
AUDI,E TRON GT,automoveis,2024-02,5,0.2,4.2
AUDI,E TRON GT,automoveis,2024-04,1,0.2,4.2
AUDI,E TRON GT,automoveis,2024-06,1,0.2,4.2
AUDI,E TRON GT,automoveis,2024-12,1,0.2,4.2
AUDI,E TRON GT,automoveis,2025-01,5,0.2,4.2
AUDI,E TRON GT,automoveis,2025-02,4,0.2,4.2
AUDI,E TRON GT,automoveis,2025-03,1,0.2,4.2
AUDI,E TRON GT,automoveis,2025-04,8,0.2,4.2
AUDI,E TRON GT,automoveis,2025-06,1,0.2,4.2
AUDI,E TRON GT,automoveis,2025-07,1,0.2,4.2
AUDI,E TRON GT,automoveis,2025-11,3,0.2,4.2
AUDI,E TRON GT,automoveis,2025-12,1,0.2,4.2
AUDI,Q3,automoveis,2020-01,72,25.1,502.8
AUDI,Q3,automoveis,2022-02,44,25.1,502.8
AUDI,Q5,automoveis,2011-10,39,9.2,184.8
AUDI,Q5,automoveis,2011-11,27,9.2,184.8
AUDI,Q5,automoveis,2011-12,24,9.2,184.8
AUDI,Q5,automoveis,2012-01,47,9.2,184.8
AUDI,Q5,automoveis,2012-02,11,9.2,184.8
AUDI,Q5,automoveis,2012-03,13,9.2,184.8
AUDI,Q5,automoveis,2012-04,12,9.2,184.8
AUDI,Q5,automoveis,2013-01,29,9.2,184.8
AUDI,Q5,automoveis,2013-02,24,9.2,184.8
AUDI,Q5,automoveis,2013-03,24,9.2,184.8
AUDI,Q5,automoveis,2013-04,24,9.2,184.8
AUDI,Q5,automoveis,2013-05,29,9.2,184.8
AUDI,Q5,automoveis,2013-06,20,9.2,184.8
AUDI,Q5,automoveis,2013-07,12,9.2,184.8
AUDI,Q5,automoveis,2013-10,27,9.2,184.8
AUDI,Q5,automoveis,2013-11,32,9.2,184.8
AUDI,Q5,automoveis,2013-12,45,9.2,184.8
AUDI,Q5,automoveis,2014-01,50,9.2,184.8
AUDI,Q5,automoveis,2014-02,27,9.2,184.8
AUDI,Q5,automoveis,2014-03,26,9.2,184.8
AUDI,Q5,automoveis,2014-04,50,9.2,184.8
AUDI,Q5,automoveis,2014-05,35,9.2,184.8
AUDI,Q5,automoveis,2014-06,25,9.2,184.8
AUDI,Q5,automoveis,2014-07,22,9.2,184.8
AUDI,Q5,automoveis,2014-08,15,9.2,184.8
AUDI,Q5,automoveis,2014-09,60,9.2,184.8
AUDI,Q5,automoveis,2014-10,34,9.2,184.8
AUDI,Q5,automoveis,2014-11,21,9.2,184.8
AUDI,Q5,automoveis,2014-12,25,9.2,184.8
AUDI,Q5,automoveis,2015-01,51,9.2,184.8
AUDI,Q5,automoveis,2015-02,28,9.2,184.8
AUDI,Q5,automoveis,2015-03,20,9.2,184.8
AUDI,Q5,automoveis,2015-04,27,9.2,184.8
AUDI,Q5,automoveis,2015-05,45,9.2,184.8
AUDI,Q5,automoveis,2015-06,32,9.2,184.8
AUDI,Q5,automoveis,2015-07,69,9.2,184.8
AUDI,Q5,automoveis,2015-08,56,9.2,184.8
AUDI,Q5,automoveis,2015-09,43,9.2,184.8
AUDI,Q5,automoveis,2015-10,26,9.2,184.8
AUDI,Q5,automoveis,2015-11,32,9.2,184.8
AUDI,Q5,automoveis,2015-12,23,9.2,184.8
AUDI,Q5,automoveis,2016-01,56,9.2,184.8
AUDI,Q5,automoveis,2016-02,36,9.2,184.8
AUDI,Q5,automoveis,2016-03,17,9.2,184.8
AUDI,Q5,automoveis,2016-04,29,9.2,184.8
AUDI,Q5,automoveis,2016-05,17,9.2,184.8
AUDI,Q5,automoveis,2016-06,27,9.2,184.8
AUDI,Q5,automoveis,2016-07,27,9.2,184.8
AUDI,Q5,automoveis,2016-08,16,9.2,184.8
AUDI,Q5,automoveis,2017-01,36,9.2,184.8
AUDI,Q5,automoveis,2017-02,32,9.2,184.8
AUDI,Q5,automoveis,2017-03,47,9.2,184.8
AUDI,Q5,automoveis,2017-04,33,9.2,184.8
AUDI,Q5,automoveis,2017-05,56,9.2,184.8
AUDI,Q5,automoveis,2017-06,37,9.2,184.8
AUDI,Q5,automoveis,2017-07,18,9.2,184.8
AUDI,Q5,automoveis,2017-08,15,9.2,184.8
AUDI,Q5,automoveis,2017-12,23,9.2,184.8
AUDI,Q5,automoveis,2018-02,48,9.2,184.8
AUDI,Q5,automoveis,2018-11,84,9.2,184.8
AUDI,Q5,automoveis,2018-12,89,9.2,184.8
AUDI,Q5,automoveis,2019-02,88,9.2,184.8
AUDI,Q5,automoveis,2019-03,80,9.2,184.8
AUDI,Q5,automoveis,2020-01,72,9.2,184.8
AUDI,Q5,automoveis,2020-03,57,9.2,184.8
AUDI,Q5,automoveis,2021-03,51,9.2,184.8
AUDI,Q5,automoveis,2021-04,59,9.2,184.8
AUDI,Q5,automoveis,2021-05,58,9.2,184.8
AUDI,Q5,automoveis,2021-06,48,9.2,184.8
AUDI,Q5,automoveis,2021-07,40,9.2,184.8
AUDI,Q7,automoveis,2009-02,4,0.6,11.4
AUDI,R8,automoveis,2010-03,5,0.1,2.1
AUDI,R8,automoveis,2010-04,2,0.1,2.1
AUDI,R8,automoveis,2010-05,5,0.1,2.1
AUDI,R8,automoveis,2010-06,2,0.1,2.1
AUDI,R8,automoveis,2010-07,3,0.1,2.1
AUDI,R8,automoveis,2010-08,4,0.1,2.1
AUDI,R8,automoveis,2010-09,4,0.1,2.1
AUDI,R8,automoveis,2010-10,2,0.1,2.1
AUDI,R8,automoveis,2010-11,4,0.1,2.1
AUDI,R8,automoveis,2010-12,8,0.1,2.1
AUDI,R8,automoveis,2011-01,8,0.1,2.1
AUDI,R8,automoveis,2011-02,5,0.1,2.1
AUDI,R8,automoveis,2011-03,6,0.1,2.1
AUDI,R8,automoveis,2011-04,5,0.1,2.1
AUDI,R8,automoveis,2011-05,6,0.1,2.1
AUDI,R8,automoveis,2011-06,9,0.1,2.1
AUDI,R8,automoveis,2011-07,7,0.1,2.1
AUDI,R8,automoveis,2011-08,5,0.1,2.1
AUDI,R8,automoveis,2011-09,5,0.1,2.1
AUDI,R8,automoveis,2011-10,3,0.1,2.1
AUDI,R8,automoveis,2011-11,5,0.1,2.1
AUDI,R8,automoveis,2011-12,5,0.1,2.1
AUDI,R8,automoveis,2012-01,4,0.1,2.1
AUDI,R8,automoveis,2012-02,6,0.1,2.1
AUDI,R8,automoveis,2012-03,4,0.1,2.1
AUDI,R8,automoveis,2012-04,2,0.1,2.1
AUDI,R8,automoveis,2012-05,1,0.1,2.1
AUDI,R8,automoveis,2012-08,3,0.1,2.1
AUDI,R8,automoveis,2012-09,1,0.1,2.1
AUDI,R8,automoveis,2012-12,2,0.1,2.1
AUDI,R8,automoveis,2013-01,10,0.1,2.1
AUDI,R8,automoveis,2013-02,1,0.1,2.1
AUDI,R8,automoveis,2013-03,5,0.1,2.1
AUDI,R8,automoveis,2013-04,7,0.1,2.1
AUDI,R8,automoveis,2013-05,4,0.1,2.1
AUDI,R8,automoveis,2013-06,7,0.1,2.1
AUDI,R8,automoveis,2013-07,3,0.1,2.1
AUDI,R8,automoveis,2013-08,2,0.1,2.1
AUDI,R8,automoveis,2013-09,7,0.1,2.1
AUDI,R8,automoveis,2013-10,4,0.1,2.1
AUDI,R8,automoveis,2013-11,2,0.1,2.1
AUDI,R8,automoveis,2013-12,3,0.1,2.1
AUDI,R8,automoveis,2014-01,5,0.1,2.1
AUDI,R8,automoveis,2014-02,3,0.1,2.1
AUDI,R8,automoveis,2014-03,2,0.1,2.1
AUDI,R8,automoveis,2014-04,2,0.1,2.1
AUDI,R8,automoveis,2014-05,2,0.1,2.1
AUDI,R8,automoveis,2014-06,3,0.1,2.1
AUDI,R8,automoveis,2014-07,4,0.1,2.1
AUDI,R8,automoveis,2014-08,5,0.1,2.1
AUDI,R8,automoveis,2014-09,4,0.1,2.1
AUDI,R8,automoveis,2014-10,5,0.1,2.1
AUDI,R8,automoveis,2014-11,2,0.1,2.1
AUDI,R8,automoveis,2014-12,3,0.1,2.1
AUDI,R8,automoveis,2015-01,6,0.1,2.1
AUDI,R8,automoveis,2015-02,4,0.1,2.1
AUDI,R8,automoveis,2015-03,4,0.1,2.1
AUDI,R8,automoveis,2015-04,5,0.1,2.1
AUDI,R8,automoveis,2015-05,2,0.1,2.1
AUDI,R8,automoveis,2015-06,6,0.1,2.1
AUDI,R8,automoveis,2015-07,5,0.1,2.1
AUDI,R8,automoveis,2015-08,3,0.1,2.1
AUDI,R8,automoveis,2015-09,3,0.1,2.1
AUDI,R8,automoveis,2015-10,1,0.1,2.1
AUDI,R8,automoveis,2015-11,4,0.1,2.1
AUDI,R8,automoveis,2015-12,6,0.1,2.1
AUDI,R8,automoveis,2016-01,4,0.1,2.1
AUDI,R8,automoveis,2016-02,1,0.1,2.1
AUDI,R8,automoveis,2016-04,1,0.1,2.1
AUDI,R8,automoveis,2016-06,2,0.1,2.1
AUDI,R8,automoveis,2016-07,1,0.1,2.1
AUDI,R8,automoveis,2016-08,2,0.1,2.1
AUDI,R8,automoveis,2016-10,1,0.1,2.1
AUDI,R8,automoveis,2017-01,2,0.1,2.1
AUDI,R8,automoveis,2017-03,2,0.1,2.1
AUDI,R8,automoveis,2017-07,3,0.1,2.1
AUDI,R8,automoveis,2017-09,1,0.1,2.1
AUDI,R8,automoveis,2017-10,4,0.1,2.1
AUDI,R8,automoveis,2017-11,3,0.1,2.1
AUDI,R8,automoveis,2017-12,4,0.1,2.1
AUDI,R8,automoveis,2018-01,4,0.1,2.1
AUDI,R8,automoveis,2018-02,2,0.1,2.1
AUDI,R8,automoveis,2018-03,2,0.1,2.1
AUDI,R8,automoveis,2018-05,1,0.1,2.1
AUDI,R8,automoveis,2018-06,3,0.1,2.1
AUDI,R8,automoveis,2018-07,1,0.1,2.1
AUDI,R8,automoveis,2018-11,3,0.1,2.1
AUDI,R8,automoveis,2018-12,3,0.1,2.1
AUDI,R8,automoveis,2019-01,5,0.1,2.1
AUDI,R8,automoveis,2019-02,2,0.1,2.1
AUDI,R8,automoveis,2019-03,3,0.1,2.1
AUDI,R8,automoveis,2019-04,5,0.1,2.1
AUDI,R8,automoveis,2019-05,1,0.1,2.1
AUDI,R8,automoveis,2019-07,1,0.1,2.1
AUDI,R8,automoveis,2020-01,2,0.1,2.1
AUDI,R8,automoveis,2020-02,3,0.1,2.1
AUDI,R8,automoveis,2020-03,1,0.1,2.1
AUDI,R8,automoveis,2020-06,3,0.1,2.1
AUDI,R8,automoveis,2020-07,2,0.1,2.1
AUDI,R8,automoveis,2020-09,1,0.1,2.1
AUDI,ROADSTER,automoveis,2003-08,1,0.2,3.0
AUDI,ROADSTER,automoveis,2003-12,1,0.2,3.0
AUDI,ROADSTER,automoveis,2004-01,1,0.2,3.0
AUDI,ROADSTER,automoveis,2004-02,1,0.2,3.0
AUDI,ROADSTER,automoveis,2004-04,1,0.2,3.0
AUDI,ROADSTER,automoveis,2004-07,1,0.2,3.0
AUDI,RS3,automoveis,2019-03,1,0.7,13.2
AUDI,RS3,automoveis,2019-11,1,0.7,13.2
AUDI,RS3,automoveis,2019-12,1,0.7,13.2
AUDI,RS3,automoveis,2020-02,1,0.7,13.2
AUDI,RS3,automoveis,2020-09,1,0.7,13.2
AUDI,RS6,automoveis,2004-02,1,0.1,1.3
AUDI,RS6,automoveis,2004-04,1,0.1,1.3
AUDI,RS6,automoveis,2004-07,1,0.1,1.3
AUDI,RS6,automoveis,2005-01,1,0.1,1.3
AUDI,RS6,automoveis,2005-02,1,0.1,1.3
AUDI,RS6,automoveis,2005-07,1,0.1,1.3
AUDI,RS6,automoveis,2005-08,1,0.1,1.3
AUDI,RS6,automoveis,2006-01,2,0.1,1.3
AUDI,RS6,automoveis,2006-02,1,0.1,1.3
AUDI,RS6,automoveis,2006-04,2,0.1,1.3
AUDI,RS6,automoveis,2006-06,1,0.1,1.3
AUDI,RS6,automoveis,2006-07,2,0.1,1.3
AUDI,RS6,automoveis,2006-08,1,0.1,1.3
AUDI,RS6,automoveis,2006-09,1,0.1,1.3
AUDI,RS6,automoveis,2006-12,2,0.1,1.3
AUDI,RS6,automoveis,2007-01,2,0.1,1.3
AUDI,RS6,automoveis,2007-02,1,0.1,1.3
AUDI,RS6,automoveis,2007-03,2,0.1,1.3
AUDI,RS6,automoveis,2007-04,2,0.1,1.3
AUDI,RS6,automoveis,2007-05,2,0.1,1.3
AUDI,RS6,automoveis,2007-06,3,0.1,1.3
AUDI,RS6,automoveis,2007-07,3,0.1,1.3
AUDI,RS6,automoveis,2007-08,1,0.1,1.3
AUDI,RS6,automoveis,2007-10,1,0.1,1.3
AUDI,RS6,automoveis,2007-11,2,0.1,1.3
AUDI,RS6,automoveis,2007-12,4,0.1,1.3
AUDI,RS6,automoveis,2008-01,6,0.1,1.3
AUDI,RS6,automoveis,2008-02,5,0.1,1.3
AUDI,RS6,automoveis,2008-03,4,0.1,1.3
AUDI,RS6,automoveis,2008-04,5,0.1,1.3
AUDI,RS6,automoveis,2008-05,1,0.1,1.3
AUDI,RS6,automoveis,2008-06,4,0.1,1.3
AUDI,RS6,automoveis,2008-07,3,0.1,1.3
AUDI,RS6,automoveis,2008-08,1,0.1,1.3
AUDI,RS6,automoveis,2008-09,3,0.1,1.3
AUDI,RS6,automoveis,2008-10,3,0.1,1.3
AUDI,RS6,automoveis,2008-11,4,0.1,1.3
AUDI,RS6,automoveis,2008-12,3,0.1,1.3
AUDI,RS6,automoveis,2009-01,4,0.1,1.3
AUDI,RS6,automoveis,2009-02,3,0.1,1.3
AUDI,RS6,automoveis,2009-03,3,0.1,1.3
AUDI,RS6,automoveis,2009-04,4,0.1,1.3
AUDI,RS6,automoveis,2009-05,3,0.1,1.3
AUDI,RS6,automoveis,2009-06,1,0.1,1.3
AUDI,RS6,automoveis,2009-07,4,0.1,1.3
AUDI,RS6,automoveis,2009-08,1,0.1,1.3
AUDI,RS6,automoveis,2009-09,3,0.1,1.3
AUDI,RS6,automoveis,2009-10,2,0.1,1.3
AUDI,RS6,automoveis,2009-11,3,0.1,1.3
AUDI,RS6,automoveis,2009-12,3,0.1,1.3
AUDI,RS6,automoveis,2010-01,4,0.1,1.3
AUDI,RS6,automoveis,2010-02,2,0.1,1.3
AUDI,RS6,automoveis,2010-03,5,0.1,1.3
AUDI,RS6,automoveis,2010-04,2,0.1,1.3
AUDI,RS6,automoveis,2010-05,5,0.1,1.3
AUDI,RS6,automoveis,2010-06,2,0.1,1.3
AUDI,RS6,automoveis,2010-07,3,0.1,1.3
AUDI,RS6,automoveis,2010-08,4,0.1,1.3
AUDI,RS6,automoveis,2010-09,4,0.1,1.3
AUDI,RS6,automoveis,2010-10,2,0.1,1.3
AUDI,RS6,automoveis,2010-11,4,0.1,1.3
AUDI,RS6,automoveis,2010-12,8,0.1,1.3
AUDI,RS6,automoveis,2011-01,8,0.1,1.3
AUDI,RS6,automoveis,2011-02,5,0.1,1.3
AUDI,RS6,automoveis,2011-03,6,0.1,1.3
AUDI,RS6,automoveis,2011-04,5,0.1,1.3
AUDI,RS6,automoveis,2011-05,6,0.1,1.3
AUDI,RS6,automoveis,2011-06,9,0.1,1.3
AUDI,RS6,automoveis,2011-07,7,0.1,1.3
AUDI,RS6,automoveis,2011-08,5,0.1,1.3
AUDI,RS6,automoveis,2011-09,5,0.1,1.3
AUDI,RS6,automoveis,2011-10,3,0.1,1.3
AUDI,RS6,automoveis,2011-11,5,0.1,1.3
AUDI,RS6,automoveis,2011-12,5,0.1,1.3
AUDI,RS6,automoveis,2012-01,4,0.1,1.3
AUDI,RS6,automoveis,2012-02,6,0.1,1.3
AUDI,RS6,automoveis,2012-03,4,0.1,1.3
AUDI,RS6,automoveis,2012-04,2,0.1,1.3
AUDI,RS6,automoveis,2012-05,1,0.1,1.3
AUDI,RS6,automoveis,2012-08,3,0.1,1.3
AUDI,RS6,automoveis,2012-09,1,0.1,1.3
AUDI,RS6,automoveis,2012-12,2,0.1,1.3
AUDI,RS6,automoveis,2013-01,10,0.1,1.3
AUDI,RS6,automoveis,2013-02,1,0.1,1.3
AUDI,RS6,automoveis,2013-03,5,0.1,1.3
AUDI,RS6,automoveis,2013-04,7,0.1,1.3
AUDI,RS6,automoveis,2013-05,4,0.1,1.3
AUDI,RS6,automoveis,2013-06,7,0.1,1.3
AUDI,RS6,automoveis,2013-07,3,0.1,1.3
AUDI,RS6,automoveis,2013-08,2,0.1,1.3
AUDI,RS6,automoveis,2013-09,7,0.1,1.3
AUDI,RS6,automoveis,2013-10,4,0.1,1.3
AUDI,RS6,automoveis,2013-11,2,0.1,1.3
AUDI,RS6,automoveis,2013-12,3,0.1,1.3
AUDI,RS6,automoveis,2014-02,3,0.1,1.3
AUDI,RS6,automoveis,2014-03,2,0.1,1.3
AUDI,RS6,automoveis,2014-04,2,0.1,1.3
AUDI,RS6,automoveis,2014-05,2,0.1,1.3
AUDI,RS6,automoveis,2014-06,3,0.1,1.3
AUDI,RS6,automoveis,2014-07,4,0.1,1.3
AUDI,RS6,automoveis,2014-08,5,0.1,1.3
AUDI,RS6,automoveis,2014-09,4,0.1,1.3
AUDI,RS6,automoveis,2014-10,5,0.1,1.3
AUDI,RS6,automoveis,2014-11,2,0.1,1.3
AUDI,RS6,automoveis,2014-12,3,0.1,1.3
AUDI,RS6,automoveis,2015-01,6,0.1,1.3
AUDI,RS6,automoveis,2015-02,4,0.1,1.3
AUDI,RS6,automoveis,2015-03,4,0.1,1.3
AUDI,RS6,automoveis,2015-04,5,0.1,1.3
AUDI,RS6,automoveis,2015-05,2,0.1,1.3
AUDI,RS6,automoveis,2015-06,6,0.1,1.3
AUDI,RS6,automoveis,2015-07,5,0.1,1.3
AUDI,RS6,automoveis,2015-08,3,0.1,1.3
AUDI,RS6,automoveis,2015-09,3,0.1,1.3
AUDI,RS6,automoveis,2015-10,1,0.1,1.3
AUDI,RS6,automoveis,2015-11,4,0.1,1.3
AUDI,RS6,automoveis,2015-12,6,0.1,1.3
AUDI,RS6,automoveis,2016-01,4,0.1,1.3
AUDI,RS6,automoveis,2016-02,1,0.1,1.3
AUDI,RS6,automoveis,2016-03,1,0.1,1.3
AUDI,RS6,automoveis,2016-04,1,0.1,1.3
AUDI,RS6,automoveis,2016-06,2,0.1,1.3
AUDI,RS6,automoveis,2016-07,1,0.1,1.3
AUDI,RS6,automoveis,2016-08,2,0.1,1.3
AUDI,RS6,automoveis,2016-10,1,0.1,1.3
AUDI,RS6,automoveis,2017-07,3,0.1,1.3
AUDI,RS6,automoveis,2017-09,1,0.1,1.3
AUDI,RS6,automoveis,2017-10,4,0.1,1.3
AUDI,RS6,automoveis,2017-11,3,0.1,1.3
AUDI,RS6,automoveis,2018-01,4,0.1,1.3
AUDI,RS6,automoveis,2018-02,2,0.1,1.3
AUDI,RS6,automoveis,2018-03,2,0.1,1.3
AUDI,RS6,automoveis,2018-05,1,0.1,1.3
AUDI,RS6,automoveis,2018-06,3,0.1,1.3
AUDI,RS6,automoveis,2018-07,1,0.1,1.3
AUDI,RS6,automoveis,2018-11,3,0.1,1.3
AUDI,RS6,automoveis,2018-12,3,0.1,1.3
AUDI,S3,automoveis,2005-01,1,0.3,6.3
AUDI,S3,automoveis,2005-02,1,0.3,6.3
AUDI,S3,automoveis,2005-07,1,0.3,6.3
AUDI,S3,automoveis,2005-08,1,0.3,6.3
AUDI,S3,automoveis,2006-01,2,0.3,6.3
AUDI,S3,automoveis,2006-02,1,0.3,6.3
AUDI,S3,automoveis,2006-04,2,0.3,6.3
AUDI,S3,automoveis,2006-06,1,0.3,6.3
AUDI,S3,automoveis,2006-07,2,0.3,6.3
AUDI,S3,automoveis,2006-08,1,0.3,6.3
AUDI,S3,automoveis,2006-09,1,0.3,6.3
AUDI,S3,automoveis,2006-12,2,0.3,6.3
AUDI,S3,automoveis,2007-01,2,0.3,6.3
AUDI,S3,automoveis,2007-02,1,0.3,6.3
